beat,position,pitch,duration,program
0,4,40,3,0
0,4,64,9,0
0,4,67,9,0
0,4,88,5,0
0,10,52,8,0
0,10,91,4,0
1,4,64,2,0
1,4,67,6,0
1,4,71,5,0
1,4,90,2,0
1,7,93,3,0
1,10,64,2,0
2,1,88,4,0
2,4,48,18,0
2,7,88,2,0
2,10,55,8,0
2,10,91,4,0
3,4,60,6,0
3,4,64,7,0
3,4,67,7,0
3,4,90,7,0
4,4,50,19,0
4,4,88,5,0
4,10,57,9,0
4,10,91,4,0
5,4,62,3,0
5,4,66,12,0
5,4,69,13,0
5,4,90,2,0
5,7,93,3,0
5,10,62,6,0
6,1,88,4,0
6,4,52,14,0
6,7,88,2,0
6,10,59,8,0
6,10,91,4,0
7,4,64,10,0
7,4,67,10,0
7,4,71,10,0
7,4,90,7,0
8,4,40,3,0
8,4,64,9,0
8,4,67,9,0
8,4,88,5,0
8,10,52,8,0
8,10,91,4,0
9,4,64,2,0
9,4,67,6,0
9,4,71,5,0
9,4,90,2,0
9,7,93,3,0
9,10,64,2,0
10,1,88,4,0
10,4,48,15,0
10,4,60,9,0
10,4,67,8,0
10,7,88,2,0
10,10,55,8,0
10,10,91,4,0
11,4,60,2,0
11,4,64,2,0
11,4,67,3,0
11,4,90,7,0
12,4,38,3,0
12,4,62,9,0
12,4,66,9,0
12,4,88,5,0
12,10,50,10,0
12,10,91,4,0
13,4,62,4,0
13,4,66,7,0
13,4,69,11,0
13,4,90,2,0
13,7,93,27,0
16,4,40,20,0
16,4,52,20,0
16,4,59,10,0
16,4,64,8,0
16,4,71,6,0
16,4,88,5,0
16,10,76,3,0
16,10,91,4,0
17,1,64,2,0
17,1,67,2,0
17,1,71,4,0
17,4,59,7,0
17,4,64,7,0
17,4,67,7,0
17,4,74,3,0
17,4,90,2,0
17,7,76,4,0
17,7,93,3,0
18,1,59,4,0
18,1,64,4,0
18,1,67,4,0
18,1,76,2,0
18,1,88,4,0
18,4,36,21,0
18,4,48,23,0
18,4,72,6,0
18,7,60,5,0
18,7,64,5,0
18,7,67,5,0
18,7,88,2,0
18,10,76,2,0
18,10,91,4,0
19,1,60,2,0
19,1,64,1,0
19,1,67,2,0
19,1,71,2,0
19,4,60,9,0
19,4,64,8,0
19,4,67,10,0
19,4,74,2,0
19,4,90,7,0
19,7,76,7,0
20,4,38,22,0
20,4,50,23,0
20,4,57,11,0
20,4,62,11,0
20,4,66,11,0
20,4,74,4,0
20,4,88,5,0
20,10,76,2,0
20,10,91,4,0
21,1,71,3,0
21,4,57,7,0
21,4,62,7,0
21,4,66,7,0
21,4,74,2,0
21,4,90,2,0
21,7,76,3,0
21,7,93,3,0
22,1,57,4,0
22,1,62,4,0
22,1,66,4,0
22,1,76,6,0
22,1,88,4,0
22,4,40,21,0
22,4,52,21,0
22,7,59,5,0
22,7,64,5,0
22,7,88,2,0
22,10,76,2,0
22,10,91,4,0
23,1,59,2,0
23,1,64,2,0
23,1,71,3,0
23,4,59,11,0
23,4,64,10,0
23,4,67,10,0
23,4,74,2,0
23,4,90,7,0
23,7,76,5,0
24,4,40,20,0
24,4,52,20,0
24,4,59,10,0
24,4,64,8,0
24,4,71,6,0
24,4,88,5,0
24,10,76,3,0
24,10,91,4,0
25,1,64,2,0
25,1,67,2,0
25,1,71,4,0
25,4,59,7,0
25,4,64,7,0
25,4,67,7,0
25,4,74,3,0
25,4,90,2,0
25,7,76,4,0
25,7,93,3,0
26,1,59,4,0
26,1,64,4,0
26,1,67,4,0
26,1,76,2,0
26,1,88,4,0
26,4,36,21,0
26,4,48,23,0
26,4,72,6,0
26,7,60,5,0
26,7,64,5,0
26,7,67,5,0
26,7,88,2,0
26,10,76,2,0
26,10,91,4,0
27,1,60,2,0
27,1,64,1,0
27,1,67,2,0
27,1,71,2,0
27,4,60,9,0
27,4,64,8,0
27,4,67,10,0
27,4,74,2,0
27,4,90,7,0
27,7,76,7,0
28,4,38,22,0
28,4,50,23,0
28,4,57,11,0
28,4,62,11,0
28,4,66,11,0
28,4,74,4,0
28,4,88,5,0
28,10,76,2,0
28,10,91,4,0
29,1,71,3,0
29,4,57,7,0
29,4,62,7,0
29,4,66,7,0
29,4,74,2,0
29,4,90,2,0
29,7,76,3,0
29,7,93,3,0
30,1,57,4,0
30,1,62,4,0
30,1,66,4,0
30,1,76,6,0
30,1,88,4,0
30,4,40,21,0
30,4,52,21,0
30,7,59,5,0
30,7,64,5,0
30,7,88,2,0
30,10,76,2,0
30,10,91,4,0
31,1,59,2,0
31,1,64,2,0
31,1,71,3,0
31,4,59,11,0
31,4,64,10,0
31,4,67,10,0
31,4,74,2,0
31,4,90,7,0
31,7,76,5,0
32,4,52,17,0
32,4,78,15,0
32,10,59,11,0
33,4,64,2,0
33,4,67,11,0
33,4,71,19,0
33,10,64,6,0
33,10,78,2,0
34,1,78,7,0
34,4,48,19,0
34,10,60,7,0
34,10,76,14,0
35,4,64,11,0
35,4,67,11,0
35,4,71,16,0
36,4,50,21,0
36,4,74,13,0
36,10,57,16,0
37,4,62,2,0
37,4,66,11,0
37,4,69,14,0
37,10,62,7,0
37,10,74,3,0
38,4,52,23,0
38,4,74,6,0
38,10,59,17,0
38,10,71,16,0
39,4,64,3,0
39,4,67,11,0
39,4,71,11,0
39,10,64,5,0
40,4,52,17,0
40,4,78,16,0
40,10,59,11,0
41,4,64,2,0
41,4,67,11,0
41,4,71,19,0
41,10,64,6,0
41,10,78,3,0
42,1,78,9,0
42,4,48,19,0
42,10,60,7,0
42,10,76,4,0
43,4,64,11,0
43,4,67,11,0
43,4,71,16,0
43,4,76,6,0
43,10,74,2,0
44,1,74,8,0
44,4,50,21,0
44,10,57,16,0
44,10,69,2,0
45,1,71,8,0
45,4,62,2,0
45,4,66,11,0
45,4,69,14,0
45,10,62,7,0
45,10,72,2,0
46,1,71,20,0
46,4,52,23,0
46,4,79,4,0
46,7,74,3,0
46,10,59,17,0
46,10,71,3,0
47,1,79,3,0
47,4,64,3,0
47,4,67,11,0
47,4,71,11,0
47,4,78,4,0
47,7,74,3,0
47,10,64,5,0
47,10,67,2,0
47,10,71,3,0
48,1,69,2,0
48,1,74,2,0
48,4,48,21,0
48,4,60,3,0
48,4,67,6,0
48,4,71,1,0
48,4,72,6,0
48,7,55,12,0
48,7,71,1,0
48,10,60,6,0
48,10,71,1,0
49,1,64,3,0
49,1,67,2,0
49,1,71,2,0
49,1,72,2,0
49,4,67,5,0
49,4,71,7,0
49,4,72,7,0
49,7,60,3,0
49,7,64,5,0
49,7,67,7,0
49,10,55,4,0
50,1,60,2,0
50,1,69,4,0
50,1,71,4,0
50,1,74,4,0
50,4,50,17,0
50,4,62,3,0
50,4,66,4,0
50,7,57,7,0
50,7,69,1,0
50,7,71,2,0
50,7,74,1,0
50,10,62,2,0
50,10,69,2,0
50,10,71,2,0
50,10,74,1,0
51,1,62,3,0
51,1,66,3,0
51,1,69,1,0
51,1,69,4,0
51,1,71,2,0
51,1,74,1,0
51,4,57,5,0
51,4,69,7,0
51,4,71,4,0
51,4,74,7,0
51,7,62,2,0
51,7,66,3,0
51,7,69,8,0
52,1,71,5,0
52,4,47,19,0
52,4,59,4,0
52,4,62,6,0
52,4,71,7,0
52,4,74,7,0
52,7,54,8,0
52,7,71,2,0
52,10,59,2,0
52,10,71,2,0
53,1,59,4,0
53,1,62,4,0
53,1,66,4,0
53,1,71,1,0
53,1,71,2,0
53,1,74,2,0
53,4,54,4,0
53,4,71,6,0
53,4,71,7,0
53,4,74,7,0
53,7,59,2,0
53,7,62,4,0
53,10,59,4,0
54,1,62,2,0
54,1,71,4,0
54,1,71,5,0
54,1,76,4,0
54,4,52,21,0
54,4,59,4,0
54,4,64,7,0
54,7,71,1,0
54,7,74,1,0
54,7,76,1,0
54,10,59,2,0
54,10,71,1,0
54,10,74,2,0
54,10,76,1,0
55,1,59,4,0
55,1,64,4,0
55,1,67,3,0
55,1,71,1,0
55,1,71,2,0
55,1,76,2,0
55,4,71,8,0
55,4,76,4,0
55,4,76,8,0
55,7,59,2,0
55,7,64,4,0
55,10,59,2,0
55,10,74,4,0
56,4,45,22,0
56,4,69,8,0
56,4,72,3,0
56,4,72,8,0
56,7,52,12,0
56,10,57,2,0
56,10,71,2,0
57,1,57,3,0
57,1,60,3,0
57,1,69,1,0
57,1,72,1,0
57,1,72,2,0
57,4,69,7,0
57,4,72,6,0
57,7,57,2,0
57,7,60,3,0
57,7,64,3,0
57,7,71,2,0
57,10,52,3,0
57,10,72,2,0
58,1,57,1,0
58,1,67,4,0
58,1,72,4,0
58,4,48,19,0
58,4,55,2,0
58,4,60,4,0
58,4,71,1,0
58,7,67,1,0
58,7,72,1,0
58,7,72,3,0
58,10,55,1,0
58,10,67,4,0
58,10,72,4,0
59,1,55,4,0
59,1,60,4,0
59,1,64,4,0
59,1,72,2,0
59,4,67,7,0
59,4,72,4,0
59,4,72,9,0
59,7,55,2,0
59,7,60,5,0
59,7,64,5,0
59,10,55,2,0
59,10,71,4,0
60,4,50,21,0
60,4,57,3,0
60,4,62,7,0
60,4,69,4,0
60,4,74,4,0
60,4,74,25,0
60,10,57,1,0
60,10,69,3,0
60,10,74,3,0
61,1,57,4,0
61,1,66,5,0
61,4,69,4,0
61,4,74,4,0
61,7,62,4,0
61,10,69,1,0
61,10,74,1,0
62,1,57,1,0
62,1,69,23,0
62,1,74,23,0
62,4,50,18,0
62,4,57,10,0
62,4,62,10,0
64,4,40,17,0
64,4,64,5,0
64,4,67,7,0
64,4,79,4,0
64,7,47,13,0
64,7,71,4,0
64,10,59,2,0
64,10,76,3,0
64,10,78,3,0
65,1,59,4,0
65,1,64,4,0
65,1,67,4,0
65,1,76,3,0
65,1,79,12,0
65,7,59,3,0
65,7,64,3,0
65,7,67,3,0
65,7,71,7,0
65,7,76,7,0
66,1,71,3,0
66,4,36,17,0
66,4,55,4,0
66,4,60,4,0
66,4,74,4,0
66,4,79,5,0
66,7,43,14,0
66,7,72,4,0
66,10,55,2,0
66,10,76,2,0
66,10,76,4,0
67,1,55,4,0
67,1,60,4,0
67,1,64,4,0
67,1,72,11,0
67,1,79,6,0
67,7,55,2,0
67,7,60,2,0
67,7,64,2,0
67,7,76,6,0
68,1,71,3,0
68,1,72,3,0
68,4,38,16,0
68,4,62,4,0
68,4,66,7,0
68,4,69,4,0
68,4,78,4,0
68,7,45,12,0
68,7,69,4,0
68,10,57,7,0
68,10,71,3,0
68,10,74,3,0
69,1,62,4,0
69,1,72,4,0
69,1,78,7,0
69,7,57,1,0
69,7,62,4,0
69,7,66,4,0
69,7,74,8,0
69,7,74,9,0
69,10,57,2,0
70,1,69,3,0
70,4,43,7,0
70,4,55,3,0
70,4,59,4,0
70,4,62,4,0
70,4,71,11,0
70,4,79,8,0
70,7,50,7,0
70,10,55,2,0
70,10,74,7,0
71,1,69,3,0
71,4,42,5,0
71,4,57,3,0
71,4,62,4,0
71,4,69,9,0
71,4,78,7,0
71,7,50,4,0
71,10,57,4,0
71,10,74,5,0
72,4,40,20,0
72,4,59,4,0
72,4,64,5,0
72,4,67,4,0
72,4,76,3,0
72,7,47,17,0
72,7,71,3,0
72,10,59,6,0
72,10,66,2,0
72,10,76,3,0
73,1,64,4,0
73,1,67,4,0
73,1,79,6,0
73,7,59,2,0
73,7,64,9,0
73,7,67,9,0
73,7,74,6,0
73,7,76,4,0
73,10,71,6,0
74,1,59,4,0
74,4,47,19,0
74,4,66,5,0
74,4,78,3,0
74,7,59,4,0
74,7,71,4,0
74,10,62,2,0
74,10,64,2,0
74,10,74,3,0
75,1,59,4,0
75,1,62,4,0
75,1,66,5,0
75,1,66,7,0
75,1,78,7,0
75,7,59,2,0
75,7,62,4,0
75,7,66,4,0
75,7,74,4,0
75,7,74,8,0
75,10,71,5,0
76,4,48,16,0
76,4,55,3,0
76,4,60,4,0
76,4,76,4,0
76,4,76,5,0
76,7,52,15,0
76,7,67,4,0
76,10,55,2,0
76,10,72,3,0
76,10,74,2,0
77,1,55,5,0
77,1,60,5,0
77,1,64,4,0
77,1,72,11,0
77,1,76,7,0
77,7,55,1,0
77,7,60,3,0
77,7,72,3,0
77,10,55,3,0
77,10,67,2,0
78,4,47,23,0
78,4,59,4,0
78,4,63,6,0
78,4,75,3,0
78,4,75,5,0
78,7,54,14,0
78,7,71,6,0
78,10,59,2,0
78,10,75,4,0
78,10,76,2,0
79,1,59,3,0
79,1,63,4,0
79,1,78,5,0
79,1,78,7,0
79,7,59,3,0
79,7,63,5,0
79,7,66,5,0
79,7,71,7,0
79,7,75,3,0
79,10,51,3,0
79,10,54,3,0
79,10,71,6,0
80,4,40,16,0
80,4,59,4,0
80,4,64,5,0
80,4,79,4,0
80,4,79,5,0
80,7,47,12,0
80,7,71,7,0
80,10,59,6,0
80,10,76,4,0
80,10,78,2,0
81,1,64,4,0
81,1,76,6,0
81,1,79,8,0
81,7,59,2,0
81,7,64,6,0
81,7,67,6,0
81,7,71,6,0
81,7,76,4,0
81,10,71,5,0
82,1,59,1,0
82,4,45,21,0
82,4,57,3,0
82,4,60,5,0
82,4,74,5,0
82,4,76,4,0
82,7,52,18,0
82,7,69,6,0
82,10,57,1,0
82,10,72,3,0
82,10,76,2,0
83,1,57,4,0
83,1,60,4,0
83,1,72,9,0
83,1,76,7,0
83,7,57,3,0
83,7,60,5,0
83,7,64,5,0
83,7,72,4,0
83,10,69,4,0
84,1,71,3,0
84,4,50,21,0
84,4,57,2,0
84,4,62,6,0
84,4,69,4,0
84,4,74,3,0
84,7,69,10,0
84,10,57,2,0
84,10,71,2,0
84,10,74,4,0
85,1,57,4,0
85,1,62,4,0
85,1,72,4,0
85,1,78,10,0
85,7,57,2,0
85,7,62,6,0
85,7,66,6,0
85,7,74,7,0
85,7,74,8,0
85,10,69,4,0
86,1,57,1,0
86,4,43,7,0
86,4,55,3,0
86,4,59,6,0
86,4,71,5,0
86,4,79,5,0
86,7,50,7,0
86,7,71,7,0
86,10,55,3,0
86,10,74,5,0
86,10,76,2,0
87,1,74,6,0
87,4,42,6,0
87,4,57,4,0
87,4,62,7,0
87,4,78,4,0
87,7,50,5,0
87,7,69,2,0
87,7,74,4,0
87,10,57,3,0
87,10,67,3,0
87,10,71,6,0
88,4,52,17,0
88,4,59,2,0
88,4,64,4,0
88,4,67,4,0
88,4,79,3,0
88,7,59,4,0
88,7,71,3,0
88,10,64,1,0
88,10,66,3,0
88,10,76,4,0
89,1,59,5,0
89,1,64,5,0
89,1,67,4,0
89,1,67,5,0
89,1,79,7,0
89,7,59,3,0
89,7,64,3,0
89,7,76,3,0
89,7,79,7,0
89,10,71,4,0
90,4,47,17,0
90,4,59,4,0
90,4,66,6,0
90,4,78,3,0
90,4,78,5,0
90,7,54,7,0
90,7,74,3,0
90,10,59,2,0
90,10,71,4,0
90,10,76,2,0
91,1,59,4,0
91,1,62,4,0
91,1,74,5,0
91,1,78,7,0
91,4,54,3,0
91,7,59,2,0
91,7,62,4,0
91,7,66,7,0
91,7,67,8,0
91,7,74,3,0
91,10,59,6,0
91,10,71,3,0
92,1,62,3,0
92,4,48,21,0
92,4,72,3,0
92,4,76,18,0
92,7,52,19,0
92,7,67,4,0
92,10,55,7,0
92,10,72,2,0
93,1,60,4,0
93,1,76,7,0
93,7,55,2,0
93,7,60,7,0
93,7,64,7,0
93,7,72,4,0
93,10,67,2,0
94,1,55,1,0
94,4,47,24,0
94,4,59,3,0
94,4,63,4,0
94,4,75,3,0
94,4,75,5,0
94,7,71,4,0
94,10,59,1,0
94,10,63,1,0
94,10,66,1,0
94,10,75,1,0
94,10,76,3,0
95,1,59,4,0
95,1,63,4,0
95,1,66,4,0
95,1,71,5,0
95,1,75,5,0
95,1,78,4,0
95,1,78,5,0
95,4,51,5,0
95,4,54,6,0
95,7,59,7,0
95,7,63,8,0
95,7,66,9,0
95,7,71,7,0
95,7,75,7,0
95,7,78,7,0
95,7,79,8,0
95,10,51,5,0
96,4,40,16,0
96,4,59,3,0
96,4,64,4,0
96,4,76,34,0
96,4,76,36,0
96,7,47,13,0
96,10,59,2,0
97,1,59,3,0
97,1,64,3,0
97,7,59,3,0
97,7,64,4,0
97,7,67,4,0
98,4,48,21,0
98,4,55,3,0
98,4,60,4,0
98,7,52,17,0
98,10,55,2,0
99,1,55,3,0
99,1,60,3,0
99,7,55,2,0
99,7,60,4,0
99,7,64,3,0
99,10,76,6,0
100,1,55,1,0
100,1,60,1,0
100,4,50,22,0
100,4,57,3,0
100,4,62,4,0
100,4,74,24,0
100,10,57,2,0
101,1,57,4,0
101,1,62,4,0
101,1,66,4,0
101,7,57,3,0
101,7,62,6,0
101,7,66,7,0
102,1,57,1,0
102,4,52,23,0
102,4,59,2,0
102,4,64,4,0
102,4,71,20,0
102,7,59,4,0
102,10,64,2,0
103,1,59,4,0
103,1,64,4,0
103,1,67,4,0
103,7,59,3,0
103,7,64,7,0
103,7,67,7,0
104,1,59,2,0
104,4,40,16,0
104,4,59,3,0
104,4,64,4,0
104,4,76,40,0
104,7,47,13,0
104,10,59,2,0
105,1,59,3,0
105,1,64,3,0
105,7,59,3,0
105,7,64,4,0
105,7,67,4,0
106,4,48,21,0
106,4,55,3,0
106,4,60,4,0
106,7,52,17,0
106,10,55,2,0
107,1,55,3,0
107,1,60,3,0
107,7,55,2,0
107,7,60,4,0
107,7,64,3,0
107,10,76,6,0
108,1,55,1,0
108,1,60,1,0
108,4,50,22,0
108,4,57,3,0
108,4,62,4,0
108,4,74,23,0
108,10,57,2,0
109,1,57,4,0
109,1,62,4,0
109,1,66,4,0
109,7,57,3,0
109,7,62,6,0
109,7,66,7,0
110,1,57,1,0
110,4,52,23,0
110,4,59,2,0
110,4,64,4,0
110,4,71,21,0
110,7,59,4,0
110,10,64,2,0
111,1,59,4,0
111,1,64,4,0
111,1,67,4,0
111,7,59,3,0
111,7,64,7,0
111,7,67,7,0
112,1,59,2,0
112,4,52,17,0
112,4,78,15,0
112,10,59,11,0
113,4,64,2,0
113,4,67,11,0
113,4,71,19,0
113,10,64,6,0
113,10,78,2,0
114,1,78,5,0
114,4,48,19,0
114,10,60,7,0
114,10,76,14,0
115,4,64,11,0
115,4,67,11,0
115,4,71,16,0
116,4,50,21,0
116,4,74,13,0
116,10,57,16,0
117,4,62,2,0
117,4,66,11,0
117,4,69,14,0
117,10,62,7,0
117,10,74,3,0
118,4,52,23,0
118,4,74,6,0
118,10,59,17,0
118,10,71,16,0
119,4,64,3,0
119,4,67,11,0
119,4,71,11,0
119,10,64,5,0
120,4,52,17,0
120,4,78,16,0
120,10,59,11,0
121,4,64,2,0
121,4,67,11,0
121,4,71,19,0
121,10,64,6,0
121,10,78,2,0
122,1,78,7,0
122,4,48,19,0
122,10,60,7,0
122,10,76,4,0
123,4,64,11,0
123,4,67,11,0
123,4,71,16,0
123,4,76,6,0
123,10,74,2,0
124,1,74,8,0
124,4,50,21,0
124,10,57,16,0
124,10,69,2,0
125,1,71,8,0
125,4,62,2,0
125,4,66,11,0
125,4,69,14,0
125,10,62,7,0
125,10,72,2,0
126,1,71,20,0
126,4,52,23,0
126,4,79,4,0
126,7,74,3,0
126,10,59,17,0
126,10,71,3,0
127,1,79,3,0
127,4,64,3,0
127,4,67,11,0
127,4,71,11,0
127,4,78,4,0
127,7,74,3,0
127,10,64,5,0
127,10,67,2,0
127,10,71,3,0
128,1,69,2,0
128,1,74,2,0
128,4,48,21,0
128,4,60,3,0
128,4,67,6,0
128,4,71,1,0
128,4,72,6,0
128,7,55,12,0
128,7,71,1,0
128,10,60,6,0
128,10,71,1,0
129,1,64,3,0
129,1,67,2,0
129,1,71,2,0
129,1,72,2,0
129,4,67,5,0
129,4,71,7,0
129,4,72,7,0
129,7,60,3,0
129,7,64,5,0
129,7,67,7,0
129,10,55,4,0
130,1,60,2,0
130,1,69,4,0
130,1,71,4,0
130,1,74,4,0
130,4,50,17,0
130,4,62,3,0
130,4,66,4,0
130,7,57,7,0
130,7,69,1,0
130,7,71,2,0
130,7,74,1,0
130,10,62,2,0
130,10,69,2,0
130,10,71,2,0
130,10,74,1,0
131,1,62,3,0
131,1,66,3,0
131,1,69,1,0
131,1,69,4,0
131,1,71,2,0
131,1,74,1,0
131,4,57,5,0
131,4,69,7,0
131,4,71,4,0
131,4,74,7,0
131,7,62,2,0
131,7,66,3,0
131,7,69,8,0
132,1,71,5,0
132,4,47,19,0
132,4,59,4,0
132,4,62,6,0
132,4,71,7,0
132,4,74,7,0
132,7,54,8,0
132,7,71,2,0
132,10,59,2,0
132,10,71,2,0
133,1,59,4,0
133,1,62,4,0
133,1,66,4,0
133,1,71,1,0
133,1,71,2,0
133,1,74,2,0
133,4,54,4,0
133,4,71,6,0
133,4,71,7,0
133,4,74,7,0
133,7,59,2,0
133,7,62,4,0
133,10,59,4,0
134,1,62,2,0
134,1,71,4,0
134,1,71,5,0
134,1,76,4,0
134,4,52,21,0
134,4,59,4,0
134,4,64,7,0
134,7,71,1,0
134,7,74,1,0
134,7,76,1,0
134,10,59,2,0
134,10,71,1,0
134,10,74,2,0
134,10,76,1,0
135,1,59,4,0
135,1,64,4,0
135,1,67,3,0
135,1,71,1,0
135,1,71,2,0
135,1,76,2,0
135,4,71,8,0
135,4,76,4,0
135,4,76,8,0
135,7,59,2,0
135,7,64,4,0
135,10,59,2,0
135,10,74,4,0
136,4,45,22,0
136,4,69,8,0
136,4,72,3,0
136,4,72,8,0
136,7,52,12,0
136,10,57,2,0
136,10,71,2,0
137,1,57,3,0
137,1,60,3,0
137,1,69,1,0
137,1,72,1,0
137,1,72,2,0
137,4,69,7,0
137,4,72,6,0
137,7,57,2,0
137,7,60,3,0
137,7,64,3,0
137,7,71,2,0
137,10,52,3,0
137,10,72,2,0
138,1,57,1,0
138,1,67,4,0
138,1,72,4,0
138,4,48,19,0
138,4,55,2,0
138,4,60,4,0
138,4,71,1,0
138,7,67,1,0
138,7,72,1,0
138,7,72,3,0
138,10,55,1,0
138,10,67,4,0
138,10,72,4,0
139,1,55,4,0
139,1,60,4,0
139,1,64,4,0
139,1,72,2,0
139,4,67,7,0
139,4,72,4,0
139,4,72,9,0
139,7,55,2,0
139,7,60,5,0
139,7,64,5,0
139,10,55,2,0
139,10,71,4,0
140,4,50,21,0
140,4,57,3,0
140,4,62,7,0
140,4,69,4,0
140,4,74,4,0
140,4,74,25,0
140,10,57,1,0
140,10,69,3,0
140,10,74,3,0
141,1,57,4,0
141,1,66,5,0
141,4,69,4,0
141,4,74,4,0
141,7,62,4,0
141,10,69,1,0
141,10,74,1,0
142,1,57,1,0
142,1,69,23,0
142,1,74,23,0
142,4,50,18,0
142,4,57,10,0
142,4,62,10,0
144,4,40,17,0
144,4,64,5,0
144,4,67,7,0
144,4,79,4,0
144,7,47,13,0
144,7,71,4,0
144,10,59,2,0
144,10,76,3,0
144,10,78,3,0
145,1,59,4,0
145,1,64,4,0
145,1,67,4,0
145,1,76,3,0
145,1,79,12,0
145,7,59,3,0
145,7,64,3,0
145,7,67,3,0
145,7,71,7,0
145,7,76,7,0
146,1,71,3,0
146,4,36,17,0
146,4,55,4,0
146,4,60,4,0
146,4,74,4,0
146,4,79,5,0
146,7,43,14,0
146,7,72,4,0
146,10,55,2,0
146,10,76,2,0
146,10,76,4,0
147,1,55,4,0
147,1,60,4,0
147,1,64,4,0
147,1,72,11,0
147,1,79,6,0
147,7,55,2,0
147,7,60,2,0
147,7,64,2,0
147,7,76,6,0
148,1,71,3,0
148,1,72,3,0
148,4,38,16,0
148,4,62,4,0
148,4,66,7,0
148,4,69,4,0
148,4,78,4,0
148,7,45,12,0
148,7,69,4,0
148,10,57,7,0
148,10,71,3,0
148,10,74,3,0
149,1,62,4,0
149,1,72,4,0
149,1,78,7,0
149,7,57,1,0
149,7,62,4,0
149,7,66,4,0
149,7,74,8,0
149,7,74,9,0
149,10,57,2,0
150,1,69,3,0
150,4,43,7,0
150,4,55,3,0
150,4,59,4,0
150,4,62,4,0
150,4,71,11,0
150,4,79,8,0
150,7,50,7,0
150,10,55,2,0
150,10,74,7,0
151,1,69,3,0
151,4,42,5,0
151,4,57,3,0
151,4,62,4,0
151,4,69,9,0
151,4,78,7,0
151,7,50,4,0
151,10,57,4,0
151,10,74,5,0
152,4,40,20,0
152,4,59,4,0
152,4,64,5,0
152,4,67,4,0
152,4,76,3,0
152,7,47,17,0
152,7,71,3,0
152,10,59,6,0
152,10,66,2,0
152,10,76,3,0
153,1,64,4,0
153,1,67,4,0
153,1,79,6,0
153,7,59,2,0
153,7,64,9,0
153,7,67,9,0
153,7,74,6,0
153,7,76,4,0
153,10,71,6,0
154,1,59,4,0
154,4,47,19,0
154,4,66,5,0
154,4,78,3,0
154,7,59,4,0
154,7,71,4,0
154,10,62,2,0
154,10,64,2,0
154,10,74,3,0
155,1,59,4,0
155,1,62,4,0
155,1,66,5,0
155,1,66,7,0
155,1,78,7,0
155,7,59,2,0
155,7,62,4,0
155,7,66,4,0
155,7,74,4,0
155,7,74,8,0
155,10,71,5,0
156,4,48,16,0
156,4,55,3,0
156,4,60,4,0
156,4,76,4,0
156,4,76,5,0
156,7,52,15,0
156,7,67,4,0
156,10,55,2,0
156,10,72,3,0
156,10,74,2,0
157,1,55,5,0
157,1,60,5,0
157,1,64,4,0
157,1,72,11,0
157,1,76,7,0
157,7,55,1,0
157,7,60,3,0
157,7,72,3,0
157,10,55,3,0
157,10,67,2,0
